category_id	category_title	category_description	lesson_id	lesson_title	lesson_description	question_id	question_type	prompt	option_a	option_b	option_c	option_d	option_e	option_f	option_g	option_h	answer	accepted_answers	explanation						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-present-perfect-continuous	現在完了進行形 / Present Perfect Continuous	Practice have/has been plus verb-ing for actions continuing from the past to now.	present-perfect-continuous-q11	fill-in-the-blank	並べかえて、英文を完成させなさい: been / the students / talking / have / for ten minutes. _____									the students have been talking for ten minutes	The students have been talking for ten minutes.;the students have been talking for ten minutes.	現在完了進行形は主語 ＋ have または has ＋ been ＋ 動詞ing の順です。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-present-perfect-continuous	現在完了進行形 / Present Perfect Continuous	Practice have/has been plus verb-ing for actions continuing from the past to now.	present-perfect-continuous-q12	fill-in-the-blank	並べかえて、英文を完成させなさい: the piano / Yui / since this morning / been / practicing / has. _____									yui has been practicing the piano since this morning	Yui has been practicing the piano since this morning.;yui has been practicing the piano since this morning.	since this morning は動作が始まった時点を表します。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-present-perfect-continuous	現在完了進行形 / Present Perfect Continuous	Practice have/has been plus verb-ing for actions continuing from the past to now.	present-perfect-continuous-q13	true-false	正誤問題: 「I have been study English for an hour」は正しい現在完了進行形の英文である。									FALSE		been の後ろは動詞の原形 study ではなく studying にします。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-present-perfect-continuous	現在完了進行形 / Present Perfect Continuous	Practice have/has been plus verb-ing for actions continuing from the past to now.	present-perfect-continuous-q14	true-false	正誤問題: 「We have been waiting here since nine」は現在完了進行形の英文である。									TRUE		have been waiting は現在完了進行形です。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-present-perfect-continuous	現在完了進行形 / Present Perfect Continuous	Practice have/has been plus verb-ing for actions continuing from the past to now.	present-perfect-continuous-q15	multiple-choice	この英文は何形ですか: By tomorrow, we will have finished the project.	現在完了進行形	現在完了形	過去完了形	未来完了形	現在進行形	過去進行形	現在形	未来表現	未来完了形	未来完了形	will have finished は未来完了形で、have been finishing ではありません。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q01	multiple-choice	正しい過去完了進行形の英文を選びなさい。	I had been studying for two hours before dinner.	I had studied been for two hours before dinner.	I have been studying for two hours before dinner.	I was been studying for two hours before dinner.					I had been studying for two hours before dinner.	I had been studying for two hours before dinner.	過去完了進行形は had been ＋ 動詞ing で作ります。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q02	multiple-choice	日本語に合う英文を選びなさい: 雨が止んだとき、彼らは1時間ずっと待っていました。	They have been waiting for an hour when the rain stopped.	They had been waiting for an hour when the rain stopped.	They were waiting for an hour when the rain stopped.	They had waited been for an hour when the rain stopped.					They had been waiting for an hour when the rain stopped.	They had been waiting for an hour when the rain stopped.	雨が止んだ過去の時点まで続いていた動作なので had been waiting を使います。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q03	multiple-choice	この英文は何形ですか: She had been practicing the piano before the lesson started.	現在形	過去形	現在進行形	過去進行形	現在完了形	現在完了進行形	過去完了形	過去完了進行形	過去完了進行形	過去完了進行形	had been practicing は had been ＋ 動詞ing の形です。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q04	multiple-choice	この英文の過去完了進行形の役割として最も合うものを選びなさい: I had been walking for thirty minutes when I found the station.	過去のある時点まで続いていた動作	今している途中の動作	未来のある時点までに完了する動作	現在まで続いている動作	過去の一回の行動	毎日の習慣			過去のある時点まで続いていた動作	過去のある時点まで続いていた動作	駅を見つけた過去の時点まで、歩く動作が続いていました。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q05	multiple-choice	過去完了進行形の英文を選びなさい。	He has been sleeping since ten.	He had slept before ten.	He had been sleeping for ten hours when I called.	He will have slept for ten hours by noon.					He had been sleeping for ten hours when I called.	He had been sleeping for ten hours when I called.	when I called という過去の時点まで続いていた動作なので、had been sleeping が合います。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q06	fill-in-the-blank	日本語に合うように、空所に had か have を入れなさい: We _____ been cleaning the gym before the game started. 試合が始まる前、私たちは体育館をずっと掃除していました。									had		game started は過去なので、その前まで続いていた動作には had been cleaning を使います。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q07	fill-in-the-blank	日本語に合うように、空所に been を入れなさい: Yuna had _____ studying for two hours when her mother came home. ユナは母が帰宅したとき、2時間ずっと勉強していました。									been		過去完了進行形は had been ＋ 動詞ing です。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q08	fill-in-the-blank	日本語に合うように、空所に動詞の ing 形を入れなさい: They had been _____ soccer before it got dark. 暗くなる前、彼らはずっとサッカーをしていました。 play									playing		been の後ろは動詞ing にします。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q09	fill-in-the-blank	日本語に合うように、空所に not を入れなさい: I had _____ been sleeping well before the test. テスト前、私はよく眠れていませんでした。									not		否定文では had の後ろに not を置きます。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q10	fill-in-the-blank	日本語に合うように、空所に Had か Did を入れなさい: _____ you been waiting long before the teacher arrived? 先生が到着する前、あなたは長く待っていましたか。									Had	had	過去完了進行形の疑問文は Had ＋ 主語 ＋ been ＋ 動詞ing です。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q11	fill-in-the-blank	並べかえて、英文を完成させなさい: the bus arrived / waiting / Ken / had / before / been / for an hour. _____									ken had been waiting for an hour before the bus arrived	Ken had been waiting for an hour before the bus arrived.;ken had been waiting for an hour before the bus arrived.	過去完了進行形は主語 ＋ had been ＋ 動詞ing の順にします。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q12	fill-in-the-blank	並べかえて、英文を完成させなさい: the concert started / since morning / had / the students / before / practicing / been. _____									the students had been practicing since morning before the concert started	The students had been practicing since morning before the concert started.;the students had been practicing since morning before the concert started.	since morning は動作が始まった時点を表します。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q13	true-false	正誤問題: 「I had been study English before dinner」は正しい過去完了進行形の英文である。									FALSE		been の後ろは動詞の原形 study ではなく studying にします。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q14	true-false	正誤問題: 「They had been talking for ten minutes when the bell rang」は過去完了進行形の英文である。									TRUE		had been talking は過去完了進行形です。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-past-perfect-continuous	過去完了進行形 / Past Perfect Continuous	Practice had been plus verb-ing for actions continuing before another past time.	past-perfect-continuous-q15	multiple-choice	この英文は何形ですか: I have been reading this book since Monday.	過去完了進行形	現在完了形	現在完了進行形	過去完了形	未来完了形	現在進行形	過去進行形	過去形	現在完了進行形	現在完了進行形	have been reading は現在完了進行形で、had been reading なら過去完了進行形です。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q01	multiple-choice	状況に最も合う助動詞を選びなさい: I _____ swim 100 meters. 私は100メートル泳ぐことができます。	must have	had better not	can	should have	would rather not	might as well	cannot be too	must	can	can	can は能力を表し、～できる という意味になります。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q02	multiple-choice	状況に最も合う助動詞を選びなさい: I _____ call you after dinner. 私は夕食後にあなたに電話します。	should have	will	would rather not	had better not	must have	cannot be too	might as well	should not	will	will	will は未来の意志や予定を表します。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q03	multiple-choice	状況に最も合う助動詞を選びなさい: When I was little, I _____ visit my grandmother every summer. 子どものころ、私は毎年夏に祖母を訪れたものです。	had better	would	must have	can	should have	cannot be too	might as well	had better not	would	would	would は過去の習慣を表すことがあります。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q04	multiple-choice	状況に最も合う助動詞を選びなさい: _____ you help me carry this box? この箱を運ぶのを手伝っていただけますか。	Should have	Had better not	Could	Must have	Cannot be too	Would rather not	Might as well	Will have	Could	Could	Could you ...? は丁寧な依頼に使えます。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q05	multiple-choice	状況に最も合う助動詞を選びなさい: It _____ snow tonight. 今夜、雪が降るかもしれません。	should have	had better not	might	would rather not	must have	cannot be too	had better	might as well	might	might	might は可能性を表し、～かもしれない という意味になります。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q06	multiple-choice	状況に最も合う助動詞を選びなさい: You _____ check your answer again. 答えをもう一度確認したほうがいいです。	must have	will have	would rather not	should	had better not	should have	cannot be too	can	should	should	should は助言や すべきだ という意味を表します。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q07	multiple-choice	状況に最も合う助動詞を選びなさい: The road is wet. It _____ rained last night. 道がぬれています。昨夜雨が降ったに違いありません。	had better	must have	will	cannot be too	can	would rather not	should	might as well	must have	must have	must have ＋ 過去分詞は過去についての強い確信を表します。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q08	multiple-choice	状況に最も合う助動詞を選びなさい: You _____ hurry, or you will miss the bus. 急がないとバスに乗り遅れますよ。	would rather not	had better	should have	must have	can	cannot be too	would	had better not	had better	had better	had better は、そうしないと困る という強い助言や警告を表します。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q09	multiple-choice	状況に最も合う助動詞を選びなさい: You _____ touch that wire. It is dangerous. あの電線に触らないほうがいいです。危険です。	can	had better not	should have	will	must have	cannot be too	would	might as well	had better not	had better not	had better not は強い警告として しないほうがよい を表します。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q10	multiple-choice	状況に最も合う助動詞を選びなさい: I _____ studied harder for the test. テストのためにもっと勉強すべきでした。	would rather not	should have	can	had better not	cannot be too	will	might as well	would	should have	should have	should have ＋ 過去分詞は過去の後悔を表します。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q11	multiple-choice	状況に最も合う表現を選びなさい: I _____ talk about that problem now. 私は今その問題については話したくありません。	must have	would rather not	should have	can	cannot be too	will	had better	might as well	would rather not	would rather not	would rather not は むしろ～したくない という好みを表します。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q12	multiple-choice	状況に最も合う表現を選びなさい: We have thirty minutes before the train comes. We _____ wait here. 電車が来るまで30分あります。ここで待ってもよさそうです。	should have	would rather not	must have	might as well	cannot be too	had better not	would	will have	might as well	might as well	might as well は せっかくだから～してもよい という意味で使えます。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q13	multiple-choice	状況に最も合う表現を選びなさい: You _____ careful when you post photos online. ネットに写真を投稿するときは、どれだけ注意してもしすぎることはありません。	can be too	cannot be too	should have	would rather not	must have	had better not	might as well	will have	cannot be too	cannot be too	cannot be too careful は どれだけ注意してもしすぎることはない という表現です。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q14	fill-in-the-blank	日本語に合うように、空所に適切な助動詞表現を入れなさい: I _____ brought my umbrella. 傘を持ってくればよかった。									should have		should have ＋ 過去分詞は過去の後悔を表します。						
logic-expression	論理・表現 / Logic and Expression	Practice Logic and Expression lessons and units.	logic-expression-helper-verbs	助動詞 / Helper Verbs	Practice modal verbs and helper-verb expressions for ability, advice, possibility, regret, certainty, and preference.	helper-verbs-q15	true-false	正誤問題: 「You had better not tell anyone」は、誰にも言わないほうがよい という強い助言や警告を表す。									TRUE		had better not は しないほうがよい という強い助言や警告を表します。						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q1	multiple-choice	What does "academic" mean?	学問の	初歩的な	教育の	結論の	論理的な	一般的な	形式ばった	典型的な	学問の	学問的な	academic = 学問の；学問的な（例：academic studies 学問的な研究）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q2	multiple-choice	What does "elementary" mean?	初歩的な	学問的な	高度な	結論の	先輩の	論理的な	一般的な	典型的な	初歩的な	小学校の	elementary = 小学校の；初歩的な（例：an elementary class 初歩的なクラス）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q3	multiple-choice	What does "lecture" mean?	講義	学期	序論	結論	部門	段落	概要	言語	講義		lecture = 講義；講演（例：give a lecture 講義をする）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q4	multiple-choice	What does "department" mean?	部門	講義	学期	序論	教授	概要	段落	結論	部門	部門;売り場	department = ①部門；学科 ②（百貨店の）売り場（例：the French department フランス語学科）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q5	multiple-choice	What does "semester" mean?	学期	講義	序論	結論	学科	段落	概要	言語	学期		semester = （主に大学の）学期（例：a semester starts 学期が始まる）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q6	multiple-choice	What does "professor" mean?	（大学の）教授	先輩	後輩	若者たち	学期	児童	指導者	研究者	（大学の）教授		professor = （大学の）教授（例：a professor of literature 文学の教授）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q7	multiple-choice	What does "senior" mean?	地位が上の	地位が下の	初歩的な	学問的な	高齢の	一般的な	論理的な	教育の	地位が上の	地位が上の;先輩の	senior = 地位が上の；先輩の（例：be senior to him 彼の先輩だ）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q8	multiple-choice	What does "junior" mean?	地位が下の	地位が上の	高齢の	初歩的な	年配の	一般的な	論理的な	教育の	地位が下の	地位が下の;後輩の	junior = 地位が下の；後輩の（例：be junior to her 彼女の後輩だ）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q9	multiple-choice	What does "youth" mean?	若者たち	年配の人たち	先輩	後輩	学期	感情	気分	欲望	若者たち	若者たち;青年期	youth = ①（the ~）若者たち ②青年期（例：the youth of today 今日の若者たち）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q10	multiple-choice	What does "elderly" mean?	高齢の	地位が上の	初歩的な	若い	学問的な	論理的な	一般的な	教育の	高齢の	高齢の;年配の人たち	elderly = ①（the ~）年配の人たち ②高齢の；年配の（例：be free for the elderly お年寄りは無料だ）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q11	multiple-choice	What does "introduction" mean?	序論	結論	講義	学期	部門	段落	概要	言語	序論	序論;紹介	introduction = ①序論；前置き ②紹介；導入（例：the introduction of a book 本の序論）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-51	Unit 51: Academic Life	Practice vocabulary related to academic life, school roles, and age groups.	q12	multiple-choice	What does "conclusion" mean?	結論	序論	講義	学期	部門	段落	概要	言語	結論		conclusion = 結論；結び（例：end with a conclusion 結論で締めくくられる）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q1	multiple-choice	What does "educational" mean?	教育の	学問的な	平均の	改革的な	初歩的な	論理的な	一般的な	形式ばった	教育の		educational = 教育の（例：educational background 教育の経歴）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q2	multiple-choice	What does "background" mean?	経歴	成績	平均点	復習	学科	段落	概要	言語	経歴	経歴;背景	background = ①経歴 ②背景（例：educational background 教育の経歴）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q3	multiple-choice	What does "average" mean?	平均の	教育の	経歴の	復習する	改革的な	論理的な	典型的な	一般的な	平均の		average = ①平均の ②平均；平均点（例：the average score 平均点）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q4	multiple-choice	What does "score" mean?	得点	平均	経歴	後悔	復習	概要	段落	学科	得点	得点;成績	score = ①得点 ②成績（例：the average score 平均点）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q5	multiple-choice	What does "kindergarten" mean?	幼稚園	小学校	中学校	学科	児童	学期	序論	教授	幼稚園		kindergarten = 幼稚園（例：a kindergarten pupil 幼稚園児）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q6	multiple-choice	What does "pupil" mean?	児童	教授	平均点	幼稚園児	成績	若者たち	後輩	先輩	児童	児童;瞳	pupil = ①児童；生徒 ②瞳（例：a kindergarten pupil 幼稚園児）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q7	multiple-choice	What does "review" mean?	復習する	回復する	取り除く	後悔する	改革する	発音する	要約する	証明する	復習する	復習する;批評	review = ①復習する；見直す ②批評；論評（例：review what I learned 学んだことを復習する）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q8	multiple-choice	What does "regret" mean?	後悔する	復習する	回復する	改革する	取り除く	発音する	要約する	証明する	後悔する		regret = ①後悔する ②後悔；残念（例：regret not learning A Aを学ばなかったことを後悔する）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q9	multiple-choice	What does "remove" mean?	取り除く	回復する	改革する	後悔する	復習する	発音する	要約する	証明する	取り除く	取り除く;脱ぐ	remove = ①取り除く ②脱ぐ（例：remove a sentence 文を取り除く）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q10	multiple-choice	What does "reform" mean?	改革する	回復する	取り除く	後悔する	復習する	発音する	要約する	証明する	改革する		reform = 改革する；改革（例：reform the system 制度を改革する）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-52	Unit 52: Education and Learning	Practice vocabulary related to learning, school records, and self-improvement.	q11	multiple-choice	What does "recover" mean?	回復する	改革する	取り除く	後悔する	復習する	発音する	要約する	証明する	回復する		recover = 回復する（例：recover from the flu インフルエンザから回復する）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q1	multiple-choice	What does "outline" mean?	概要	段落	小論文	例	言語	文字	主題	一節	概要	概要;輪郭	outline = ①概要；要点 ②輪郭（例：write an outline レポートの概要を書く）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q2	multiple-choice	What does "essay" mean?	小論文	概要	段落	例	言語	主題	論文	一節	小論文		essay = 小論文；レポート（例：write an essay 小論文を書く）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q3	multiple-choice	What does "follow" mean?	〜に従う	〜を否定する	〜を断る	〜を要約する	〜を提出する	〜を強調する	〜を証明する	〜を批判する	〜に従う	〜に従う;〜の後について行く	follow = ①〜に従う ②〜の後について行く（例：follow the instructions 指示に従う）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q4	multiple-choice	What does "instruction" mean?	指示	概要	段落	例	言語	主題	討論	調査	指示	指示;授業	instruction = ①指示 ②授業；教育（例：follow the instructions 指示に従う）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q5	multiple-choice	What does "previous" mean?	前の	共通の	典型的な	論理的な	一般的な	効果的な	形式ばった	比較的な	前の	以前の	previous = 前の；以前の（例：the previous lesson 前の授業）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q6	multiple-choice	What does "paragraph" mean?	段落	概要	小論文	例	言語	主題	一節	論文	段落		paragraph = 段落（例：the first paragraph 最初の段落）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q7	multiple-choice	What does "common" mean?	共通の	典型的な	論理的な	一般的な	形式ばった	効果的な	前の	比較的な	共通の	共通の;よくある	common = ①共通の ②よくある（例：a common mistake よくあるミス）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q8	multiple-choice	What does "language" mean?	言語	文字	段落	概要	語彙	主題	意味	小論文	言語		language = 言語（例：a native language 母国語）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q9	multiple-choice	What does "typical" mean?	典型的な	共通の	論理的な	一般的な	形式ばった	効果的な	前の	比較的な	典型的な	典型的な;特有の	typical = ①典型的な ②特有の（例：a typical example 典型的な例）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q10	multiple-choice	What does "example" mean?	例	概要	段落	小論文	言語	主題	一節	論文	例		example = 例（例：for example 例えば）						
vocabulary	語彙 / Vocabulary	Practice Vocabulary lessons and units.	vocabulary-unit-53	Unit 53: Writing and Language	Practice vocabulary related to writing, text structure, and language.	q11	multiple-choice	What does "capital" mean?	首都	地域	地区	国籍	文字	比率	割合	統計	首都	首都;大文字	capital = ①首都 ②大文字（例：Tokyo is the capital of Japan. 東京は日本の首都だ）						
